Sr.,Subject,Topic,Subtopic,Used,Used_At,Times_Shown,Last_Shown_At,Video_URL,Notes,Active
27182,Law,Competition Law,Tying Arrangements,FALSE,,0,,,,TRUE
27183,Law,Competition Law,Exclusive Dealing,FALSE,,0,,,,TRUE
27184,Law,Competition Law,Merger Control,FALSE,,0,,,,TRUE
27185,Law,Competition Law,Relevant Market,FALSE,,0,,,,TRUE
27186,Law,Competition Law,Market Power,FALSE,,0,,,,TRUE
27187,Law,Competition Law,Competition Authorities,FALSE,,0,,,,TRUE
27188,Law,Competition Law,Leniency Programmes,FALSE,,0,,,,TRUE
27189,Law,Competition Law,Competition Remedies,FALSE,,0,,,,TRUE
27190,Law,Competition Law,State Aid Concepts,FALSE,,0,,,,TRUE
27191,Law,Competition Law,Competition and Consumer Welfare,FALSE,,0,,,,TRUE
27192,Law,Consumer Protection Law,Consumer Rights,FALSE,,0,,,,TRUE
27193,Law,Consumer Protection Law,Consumer Contracts,FALSE,,0,,,,TRUE
27194,Law,Consumer Protection Law,Unfair Trade Practices,FALSE,,0,,,,TRUE
27195,Law,Consumer Protection Law,Misleading Advertising,FALSE,,0,,,,TRUE
27196,Law,Consumer Protection Law,Defective Products,FALSE,,0,,,,TRUE
27197,Law,Consumer Protection Law,Product Safety,FALSE,,0,,,,TRUE
27198,Law,Consumer Protection Law,Product Liability,FALSE,,0,,,,TRUE
27199,Law,Consumer Protection Law,Consumer Guarantees,FALSE,,0,,,,TRUE
27200,Law,Consumer Protection Law,Unfair Contract Terms,FALSE,,0,,,,TRUE
27201,Law,Consumer Protection Law,Distance Selling,FALSE,,0,,,,TRUE
27202,Law,Consumer Protection Law,E-Commerce Consumers,FALSE,,0,,,,TRUE
27203,Law,Consumer Protection Law,Financial Consumers,FALSE,,0,,,,TRUE
27204,Law,Consumer Protection Law,Consumer Redress,FALSE,,0,,,,TRUE
27205,Law,Consumer Protection Law,Consumer Courts,FALSE,,0,,,,TRUE
27206,Law,Consumer Protection Law,Class Actions,FALSE,,0,,,,TRUE
27207,Law,Consumer Protection Law,Warranty Law,FALSE,,0,,,,TRUE
27208,Law,Consumer Protection Law,Refunds and Returns,FALSE,,0,,,,TRUE
27209,Law,Consumer Protection Law,Consumer Information Duties,FALSE,,0,,,,TRUE
27210,Law,Property Law Fundamentals,Concept of Property,FALSE,,0,,,,TRUE
27211,Law,Property Law Fundamentals,Real and Personal Property,FALSE,,0,,,,TRUE
27212,Law,Property Law Fundamentals,Movable and Immovable Property,FALSE,,0,,,,TRUE
27213,Law,Property Law Fundamentals,Ownership,FALSE,,0,,,,TRUE
27214,Law,Property Law Fundamentals,Possession,FALSE,,0,,,,TRUE
27215,Law,Property Law Fundamentals,Title,FALSE,,0,,,,TRUE
27216,Law,Property Law Fundamentals,Legal and Equitable Interests,FALSE,,0,,,,TRUE
27217,Law,Property Law Fundamentals,Estates and Interests,FALSE,,0,,,,TRUE
27218,Law,Property Law Fundamentals,Co-Ownership,FALSE,,0,,,,TRUE
27219,Law,Property Law Fundamentals,Joint Ownership,FALSE,,0,,,,TRUE
27220,Law,Property Law Fundamentals,Tenancy in Common,FALSE,,0,,,,TRUE
27221,Law,Property Law Fundamentals,Possessory Rights,FALSE,,0,,,,TRUE
27222,Law,Property Law Fundamentals,Adverse Possession,FALSE,,0,,,,TRUE
27223,Law,Property Law Fundamentals,Acquisition of Property,FALSE,,0,,,,TRUE
27224,Law,Property Law Fundamentals,Transfer of Property,FALSE,,0,,,,TRUE
27225,Law,Property Law Fundamentals,Property Registration,FALSE,,0,,,,TRUE
27226,Law,Property Law Fundamentals,Property Remedies,FALSE,,0,,,,TRUE
27227,Law,Property Law Fundamentals,Public and Private Property,FALSE,,0,,,,TRUE
27228,Law,Land Law,Land Tenure,FALSE,,0,,,,TRUE
27229,Law,Land Law,Land Ownership,FALSE,,0,,,,TRUE
27230,Law,Land Law,Land Registration,FALSE,,0,,,,TRUE
27231,Law,Land Law,Land Records,FALSE,,0,,,,TRUE
27232,Law,Land Law,Possession of Land,FALSE,,0,,,,TRUE
27233,Law,Land Law,Co-Ownership of Land,FALSE,,0,,,,TRUE
27234,Law,Land Law,Leases,FALSE,,0,,,,TRUE
27235,Law,Land Law,Licences,FALSE,,0,,,,TRUE
27236,Law,Land Law,Easements,FALSE,,0,,,,TRUE
27237,Law,Land Law,Covenants,FALSE,,0,,,,TRUE
27238,Law,Land Law,Mortgages,FALSE,,0,,,,TRUE
27239,Law,Land Law,Charges,FALSE,,0,,,,TRUE
27240,Law,Land Law,Adverse Possession,FALSE,,0,,,,TRUE
27241,Law,Land Law,Land Acquisition,FALSE,,0,,,,TRUE
27242,Law,Land Law,Eminent Domain,FALSE,,0,,,,TRUE
27243,Law,Land Law,Compensation for Acquisition,FALSE,,0,,,,TRUE
27244,Law,Land Law,Land Use Controls,FALSE,,0,,,,TRUE
27245,Law,Land Law,Zoning,FALSE,,0,,,,TRUE
27246,Law,Land Law,Agricultural Land,FALSE,,0,,,,TRUE
27247,Law,Land Law,Urban Land Law,FALSE,,0,,,,TRUE
27248,Law,Land Law,Landlord and Tenant,FALSE,,0,,,,TRUE
27249,Law,Transfer of Property,Transfer by Act of Parties,FALSE,,0,,,,TRUE
27250,Law,Transfer of Property,Competence to Transfer,FALSE,,0,,,,TRUE
27251,Law,Transfer of Property,Transferable Property,FALSE,,0,,,,TRUE
27252,Law,Transfer of Property,Conditional Transfers,FALSE,,0,,,,TRUE
27253,Law,Transfer of Property,Transfer for Benefit of Unborn Person,FALSE,,0,,,,TRUE
27254,Law,Transfer of Property,Rule Against Perpetuity,FALSE,,0,,,,TRUE
27255,Law,Transfer of Property,Vested Interests,FALSE,,0,,,,TRUE
27256,Law,Transfer of Property,Contingent Interests,FALSE,,0,,,,TRUE
27257,Law,Transfer of Property,Election,FALSE,,0,,,,TRUE
27258,Law,Transfer of Property,Apportionment,FALSE,,0,,,,TRUE
27259,Law,Transfer of Property,Transfer by Ostensible Owner,FALSE,,0,,,,TRUE
27260,Law,Transfer of Property,Feeding the Grant by Estoppel,FALSE,,0,,,,TRUE
27261,Law,Transfer of Property,Lis Pendens,FALSE,,0,,,,TRUE
27262,Law,Transfer of Property,Fraudulent Transfer,FALSE,,0,,,,TRUE
27263,Law,Transfer of Property,Part Performance,FALSE,,0,,,,TRUE
27264,Law,Transfer of Property,Sale of Immovable Property,FALSE,,0,,,,TRUE
27265,Law,Transfer of Property,Mortgage,FALSE,,0,,,,TRUE
27266,Law,Transfer of Property,Lease,FALSE,,0,,,,TRUE
27267,Law,Transfer of Property,Exchange,FALSE,,0,,,,TRUE
27268,Law,Transfer of Property,Gift,FALSE,,0,,,,TRUE
27269,Law,Transfer of Property,Actionable Claims,FALSE,,0,,,,TRUE
27270,Law,Trusts & Equity,Nature of Trusts,FALSE,,0,,,,TRUE
27271,Law,Trusts & Equity,Express Trusts,FALSE,,0,,,,TRUE
27272,Law,Trusts & Equity,Resulting Trusts,FALSE,,0,,,,TRUE
27273,Law,Trusts & Equity,Constructive Trusts,FALSE,,0,,,,TRUE
27274,Law,Trusts & Equity,Charitable Trusts,FALSE,,0,,,,TRUE
27275,Law,Trusts & Equity,Private Trusts,FALSE,,0,,,,TRUE
27276,Law,Trusts & Equity,Creation of Trust,FALSE,,0,,,,TRUE
27277,Law,Trusts & Equity,Three Certainties,FALSE,,0,,,,TRUE
27278,Law,Trusts & Equity,Trust Property,FALSE,,0,,,,TRUE
27279,Law,Trusts & Equity,Trustees,FALSE,,0,,,,TRUE
27280,Law,Trusts & Equity,Trustees Duties,FALSE,,0,,,,TRUE
27281,Law,Trusts & Equity,Fiduciary Duties,FALSE,,0,,,,TRUE
27282,Law,Trusts & Equity,Beneficiaries,FALSE,,0,,,,TRUE
27283,Law,Trusts & Equity,Breach of Trust,FALSE,,0,,,,TRUE
27284,Law,Trusts & Equity,Tracing,FALSE,,0,,,,TRUE
27285,Law,Trusts & Equity,Equitable Ownership,FALSE,,0,,,,TRUE
27286,Law,Trusts & Equity,Equitable Estoppel,FALSE,,0,,,,TRUE
27287,Law,Trusts & Equity,Specific Performance,FALSE,,0,,,,TRUE
27288,Law,Trusts & Equity,Injunctions,FALSE,,0,,,,TRUE
27289,Law,Trusts & Equity,Rectification,FALSE,,0,,,,TRUE
27290,Law,Trusts & Equity,Rescission,FALSE,,0,,,,TRUE
27291,Law,Trusts & Equity,Equitable Maxims,FALSE,,0,,,,TRUE
27292,Law,Succession & Inheritance Law,Testate Succession,FALSE,,0,,,,TRUE
27293,Law,Succession & Inheritance Law,Intestate Succession,FALSE,,0,,,,TRUE
27294,Law,Succession & Inheritance Law,Wills,FALSE,,0,,,,TRUE
27295,Law,Succession & Inheritance Law,Testamentary Capacity,FALSE,,0,,,,TRUE
27296,Law,Succession & Inheritance Law,Execution of Wills,FALSE,,0,,,,TRUE
27297,Law,Succession & Inheritance Law,Revocation of Wills,FALSE,,0,,,,TRUE
27298,Law,Succession & Inheritance Law,Codicils,FALSE,,0,,,,TRUE
27299,Law,Succession & Inheritance Law,Probate,FALSE,,0,,,,TRUE
27300,Law,Succession & Inheritance Law,Letters of Administration,FALSE,,0,,,,TRUE
27301,Law,Succession & Inheritance Law,Executors,FALSE,,0,,,,TRUE
27302,Law,Succession & Inheritance Law,Administrators,FALSE,,0,,,,TRUE
27303,Law,Succession & Inheritance Law,Estate Administration,FALSE,,0,,,,TRUE
27304,Law,Succession & Inheritance Law,Inheritance Rights,FALSE,,0,,,,TRUE
27305,Law,Succession & Inheritance Law,Heirs,FALSE,,0,,,,TRUE
27306,Law,Succession & Inheritance Law,Legacies,FALSE,,0,,,,TRUE
27307,Law,Succession & Inheritance Law,Bequests,FALSE,,0,,,,TRUE
27308,Law,Succession & Inheritance Law,Family Provision,FALSE,,0,,,,TRUE
27309,Law,Succession & Inheritance Law,Inheritance Disputes,FALSE,,0,,,,TRUE
27310,Law,Succession & Inheritance Law,Succession Certificates,FALSE,,0,,,,TRUE
27311,Law,Succession & Inheritance Law,Conflict of Laws in Succession,FALSE,,0,,,,TRUE
27312,Law,Family Law,Marriage,FALSE,,0,,,,TRUE
27313,Law,Family Law,Capacity to Marry,FALSE,,0,,,,TRUE
27314,Law,Family Law,Consent to Marriage,FALSE,,0,,,,TRUE
27315,Law,Family Law,Marriage Registration,FALSE,,0,,,,TRUE
27316,Law,Family Law,Void Marriages,FALSE,,0,,,,TRUE
27317,Law,Family Law,Voidable Marriages,FALSE,,0,,,,TRUE
27318,Law,Family Law,Matrimonial Rights,FALSE,,0,,,,TRUE
27319,Law,Family Law,Maintenance,FALSE,,0,,,,TRUE
27320,Law,Family Law,Divorce,FALSE,,0,,,,TRUE
27321,Law,Family Law,Judicial Separation,FALSE,,0,,,,TRUE
27322,Law,Family Law,Annulment,FALSE,,0,,,,TRUE
27323,Law,Family Law,Custody,FALSE,,0,,,,TRUE
27324,Law,Family Law,Guardianship,FALSE,,0,,,,TRUE
27325,Law,Family Law,Child Support,FALSE,,0,,,,TRUE
27326,Law,Family Law,Adoption,FALSE,,0,,,,TRUE
27327,Law,Family Law,Domestic Violence,FALSE,,0,,,,TRUE
27328,Law,Family Law,Matrimonial Property,FALSE,,0,,,,TRUE
27329,Law,Family Law,Family Courts,FALSE,,0,,,,TRUE
27330,Law,Family Law,Alternative Dispute Resolution in Family Matters,FALSE,,0,,,,TRUE
27331,Law,Family Law,Best Interests of the Child,FALSE,,0,,,,TRUE
27332,Law,Muslim Family Law,Nikah,FALSE,,0,,,,TRUE
27333,Law,Muslim Family Law,Essentials of Muslim Marriage,FALSE,,0,,,,TRUE
27334,Law,Muslim Family Law,Mahr,FALSE,,0,,,,TRUE
27335,Law,Muslim Family Law,Dower,FALSE,,0,,,,TRUE
27336,Law,Muslim Family Law,Capacity for Marriage,FALSE,,0,,,,TRUE
27337,Law,Muslim Family Law,Guardianship in Marriage,FALSE,,0,,,,TRUE
27338,Law,Muslim Family Law,Prohibited Degrees,FALSE,,0,,,,TRUE
27339,Law,Muslim Family Law,Polygamy,FALSE,,0,,,,TRUE
27340,Law,Muslim Family Law,Rights and Duties of Spouses,FALSE,,0,,,,TRUE
27341,Law,Muslim Family Law,Maintenance of Wife,FALSE,,0,,,,TRUE
27342,Law,Muslim Family Law,Talaq,FALSE,,0,,,,TRUE
27343,Law,Muslim Family Law,Khula,FALSE,,0,,,,TRUE
27344,Law,Muslim Family Law,Mubarat,FALSE,,0,,,,TRUE
27345,Law,Muslim Family Law,Dissolution of Muslim Marriage,FALSE,,0,,,,TRUE
27346,Law,Muslim Family Law,Iddat,FALSE,,0,,,,TRUE
27347,Law,Muslim Family Law,Custody in Muslim Law,FALSE,,0,,,,TRUE
27348,Law,Muslim Family Law,Guardianship in Muslim Law,FALSE,,0,,,,TRUE
27349,Law,Muslim Family Law,Legitimacy,FALSE,,0,,,,TRUE
27350,Law,Muslim Family Law,Inheritance in Muslim Law,FALSE,,0,,,,TRUE
27351,Law,Muslim Family Law,Wasiyyat,FALSE,,0,,,,TRUE
27352,Law,Muslim Family Law,Hiba,FALSE,,0,,,,TRUE
27353,Law,Muslim Family Law,Waqf,FALSE,,0,,,,TRUE
27354,Law,Muslim Family Law,Muslim Family Law Administration,FALSE,,0,,,,TRUE
27355,Law,Islamic Jurisprudence,Sharia and Fiqh,FALSE,,0,,,,TRUE
27356,Law,Islamic Jurisprudence,Usul al-Fiqh,FALSE,,0,,,,TRUE
27357,Law,Islamic Jurisprudence,Quran as Source of Law,FALSE,,0,,,,TRUE
27358,Law,Islamic Jurisprudence,Sunnah as Source of Law,FALSE,,0,,,,TRUE
27359,Law,Islamic Jurisprudence,Ijma,FALSE,,0,,,,TRUE
27360,Law,Islamic Jurisprudence,Qiyas,FALSE,,0,,,,TRUE
27361,Law,Islamic Jurisprudence,Ijtihad,FALSE,,0,,,,TRUE
27362,Law,Islamic Jurisprudence,Istihsan,FALSE,,0,,,,TRUE
27363,Law,Islamic Jurisprudence,Maslahah,FALSE,,0,,,,TRUE
27364,Law,Islamic Jurisprudence,Urf,FALSE,,0,,,,TRUE
27365,Law,Islamic Jurisprudence,Istishab,FALSE,,0,,,,TRUE
27366,Law,Islamic Jurisprudence,Sadd al-Dhara'i,FALSE,,0,,,,TRUE
27367,Law,Islamic Jurisprudence,Maqasid al-Shariah,FALSE,,0,,,,TRUE
27368,Law,Islamic Jurisprudence,Legal Maxims in Islamic Law,FALSE,,0,,,,TRUE
27369,Law,Islamic Jurisprudence,Hanafi School,FALSE,,0,,,,TRUE
27370,Law,Islamic Jurisprudence,Maliki School,FALSE,,0,,,,TRUE
27371,Law,Islamic Jurisprudence,Shafi'i School,FALSE,,0,,,,TRUE
27372,Law,Islamic Jurisprudence,Hanbali School,FALSE,,0,,,,TRUE
27373,Law,Islamic Jurisprudence,Jafari School,FALSE,,0,,,,TRUE
27374,Law,Islamic Jurisprudence,Taqlid,FALSE,,0,,,,TRUE
27375,Law,Islamic Jurisprudence,Fatwa,FALSE,,0,,,,TRUE
27376,Law,Islamic Jurisprudence,Mufti and Qadi,FALSE,,0,,,,TRUE
27377,Law,Islamic Jurisprudence,Islamic Legal Interpretation,FALSE,,0,,,,TRUE
27378,Law,Islamic Criminal & Commercial Law,Classification of Offences in Islamic Law,FALSE,,0,,,,TRUE
27379,Law,Islamic Criminal & Commercial Law,Hudud,FALSE,,0,,,,TRUE
27380,Law,Islamic Criminal & Commercial Law,Qisas,FALSE,,0,,,,TRUE
27381,Law,Islamic Criminal & Commercial Law,Diyat,FALSE,,0,,,,TRUE
27382,Law,Islamic Criminal & Commercial Law,Tazir,FALSE,,0,,,,TRUE
27383,Law,Islamic Criminal & Commercial Law,Criminal Responsibility in Islamic Law,FALSE,,0,,,,TRUE
27384,Law,Islamic Criminal & Commercial Law,Evidence in Islamic Criminal Law,FALSE,,0,,,,TRUE
27385,Law,Islamic Criminal & Commercial Law,Riba,FALSE,,0,,,,TRUE
27386,Law,Islamic Criminal & Commercial Law,Gharar,FALSE,,0,,,,TRUE
27387,Law,Islamic Criminal & Commercial Law,Maysir,FALSE,,0,,,,TRUE
27388,Law,Islamic Criminal & Commercial Law,Islamic Contracts,FALSE,,0,,,,TRUE
27389,Law,Islamic Criminal & Commercial Law,Murabaha,FALSE,,0,,,,TRUE
27390,Law,Islamic Criminal & Commercial Law,Mudarabah,FALSE,,0,,,,TRUE
27391,Law,Islamic Criminal & Commercial Law,Musharakah,FALSE,,0,,,,TRUE
27392,Law,Islamic Criminal & Commercial Law,Ijara,FALSE,,0,,,,TRUE
27393,Law,Islamic Criminal & Commercial Law,Salam,FALSE,,0,,,,TRUE
27394,Law,Islamic Criminal & Commercial Law,Istisna,FALSE,,0,,,,TRUE
27395,Law,Islamic Criminal & Commercial Law,Kafala,FALSE,,0,,,,TRUE
27396,Law,Islamic Criminal & Commercial Law,Hawala,FALSE,,0,,,,TRUE
27397,Law,Islamic Criminal & Commercial Law,Islamic Banking Principles,FALSE,,0,,,,TRUE
27398,Law,Islamic Criminal & Commercial Law,Zakat Law Concepts,FALSE,,0,,,,TRUE
27399,Law,Islamic Criminal & Commercial Law,Waqf Administration,FALSE,,0,,,,TRUE
27400,Law,Labour Law,Employment Relationship,FALSE,,0,,,,TRUE
27401,Law,Labour Law,Contract of Employment,FALSE,,0,,,,TRUE
27402,Law,Labour Law,Worker and Employee Status,FALSE,,0,,,,TRUE
27403,Law,Labour Law,Employer Duties,FALSE,,0,,,,TRUE
27404,Law,Labour Law,Employee Duties,FALSE,,0,,,,TRUE
27405,Law,Labour Law,Minimum Wages,FALSE,,0,,,,TRUE
27406,Law,Labour Law,Working Hours,FALSE,,0,,,,TRUE
27407,Law,Labour Law,Leave Entitlements,FALSE,,0,,,,TRUE
27408,Law,Labour Law,Occupational Safety,FALSE,,0,,,,TRUE
27409,Law,Labour Law,Workplace Discrimination,FALSE,,0,,,,TRUE
27410,Law,Labour Law,Harassment at Work,FALSE,,0,,,,TRUE
27411,Law,Labour Law,Termination of Employment,FALSE,,0,,,,TRUE
27412,Law,Labour Law,Wrongful Dismissal,FALSE,,0,,,,TRUE
27413,Law,Labour Law,Redundancy,FALSE,,0,,,,TRUE
27414,Law,Labour Law,Retrenchment,FALSE,,0,,,,TRUE
27415,Law,Labour Law,Social Security,FALSE,,0,,,,TRUE
27416,Law,Labour Law,Workers Compensation,FALSE,,0,,,,TRUE
27417,Law,Labour Law,Maternity Protection,FALSE,,0,,,,TRUE
27418,Law,Labour Law,Child Labour,FALSE,,0,,,,TRUE
27419,Law,Labour Law,Forced Labour,FALSE,,0,,,,TRUE
27420,Law,Labour Law,Labour Inspection,FALSE,,0,,,,TRUE
27421,Law,Labour Law,Employment Tribunals,FALSE,,0,,,,TRUE
27422,Law,Industrial Relations Law,Trade Unions,FALSE,,0,,,,TRUE
27423,Law,Industrial Relations Law,Registration of Trade Unions,FALSE,,0,,,,TRUE
27424,Law,Industrial Relations Law,Collective Bargaining,FALSE,,0,,,,TRUE
27425,Law,Industrial Relations Law,Collective Bargaining Agent,FALSE,,0,,,,TRUE
27426,Law,Industrial Relations Law,Industrial Disputes,FALSE,,0,,,,TRUE
27427,Law,Industrial Relations Law,Strikes,FALSE,,0,,,,TRUE
27428,Law,Industrial Relations Law,Lockouts,FALSE,,0,,,,TRUE
27429,Law,Industrial Relations Law,Conciliation,FALSE,,0,,,,TRUE
27430,Law,Industrial Relations Law,Mediation,FALSE,,0,,,,TRUE
27431,Law,Industrial Relations Law,Labour Arbitration,FALSE,,0,,,,TRUE
27432,Law,Industrial Relations Law,Works Councils,FALSE,,0,,,,TRUE
27433,Law,Industrial Relations Law,Unfair Labour Practices,FALSE,,0,,,,TRUE
27434,Law,Industrial Relations Law,Collective Agreements,FALSE,,0,,,,TRUE
27435,Law,Industrial Relations Law,Freedom of Association,FALSE,,0,,,,TRUE
27436,Law,Industrial Relations Law,Right to Organize,FALSE,,0,,,,TRUE
27437,Law,Industrial Relations Law,Essential Services,FALSE,,0,,,,TRUE
27438,Law,Industrial Relations Law,Industrial Courts,FALSE,,0,,,,TRUE
27439,Law,Industrial Relations Law,Labour Courts,FALSE,,0,,,,TRUE
27440,Law,Industrial Relations Law,Worker Participation,FALSE,,0,,,,TRUE
27441,Law,Tax Law,Principles of Taxation,FALSE,,0,,,,TRUE
27442,Law,Tax Law,Direct Taxes,FALSE,,0,,,,TRUE
27443,Law,Tax Law,Indirect Taxes,FALSE,,0,,,,TRUE
27444,Law,Tax Law,Income Tax,FALSE,,0,,,,TRUE
27445,Law,Tax Law,Corporate Tax,FALSE,,0,,,,TRUE
27446,Law,Tax Law,Sales Tax,FALSE,,0,,,,TRUE
27447,Law,Tax Law,Value Added Tax,FALSE,,0,,,,TRUE
27448,Law,Tax Law,Customs Duties,FALSE,,0,,,,TRUE
27449,Law,Tax Law,Excise Duties,FALSE,,0,,,,TRUE
27450,Law,Tax Law,Capital Gains Tax,FALSE,,0,,,,TRUE
27451,Law,Tax Law,Withholding Tax,FALSE,,0,,,,TRUE
27452,Law,Tax Law,Tax Residence,FALSE,,0,,,,TRUE
27453,Law,Tax Law,Taxable Income,FALSE,,0,,,,TRUE
27454,Law,Tax Law,Allowable Deductions,FALSE,,0,,,,TRUE
27455,Law,Tax Law,Tax Assessment,FALSE,,0,,,,TRUE
27456,Law,Tax Law,Tax Returns,FALSE,,0,,,,TRUE
27457,Law,Tax Law,Tax Audits,FALSE,,0,,,,TRUE
27458,Law,Tax Law,Tax Avoidance,FALSE,,0,,,,TRUE
27459,Law,Tax Law,Tax Evasion,FALSE,,0,,,,TRUE
27460,Law,Tax Law,Transfer Pricing,FALSE,,0,,,,TRUE
27461,Law,Tax Law,Double Taxation,FALSE,,0,,,,TRUE
27462,Law,Tax Law,Tax Treaties,FALSE,,0,,,,TRUE
27463,Law,Tax Law,Tax Appeals,FALSE,,0,,,,TRUE
27464,Law,Tax Law,Tax Administration,FALSE,,0,,,,TRUE
27465,Law,Intellectual Property Law,Nature of Intellectual Property,FALSE,,0,,,,TRUE
27466,Law,Intellectual Property Law,Copyright,FALSE,,0,,,,TRUE
27467,Law,Intellectual Property Law,Patents,FALSE,,0,,,,TRUE
27468,Law,Intellectual Property Law,Trademarks,FALSE,,0,,,,TRUE
27469,Law,Intellectual Property Law,Industrial Designs,FALSE,,0,,,,TRUE
27470,Law,Intellectual Property Law,Trade Secrets,FALSE,,0,,,,TRUE
27471,Law,Intellectual Property Law,Geographical Indications,FALSE,,0,,,,TRUE
27472,Law,Intellectual Property Law,Plant Variety Protection,FALSE,,0,,,,TRUE
27473,Law,Intellectual Property Law,Layout Designs,FALSE,,0,,,,TRUE
27474,Law,Intellectual Property Law,Moral Rights,FALSE,,0,,,,TRUE
27475,Law,Intellectual Property Law,Economic Rights,FALSE,,0,,,,TRUE
27476,Law,Intellectual Property Law,Licensing,FALSE,,0,,,,TRUE
27477,Law,Intellectual Property Law,Assignment,FALSE,,0,,,,TRUE
27478,Law,Intellectual Property Law,Infringement,FALSE,,0,,,,TRUE
27479,Law,Intellectual Property Law,Remedies for IP Infringement,FALSE,,0,,,,TRUE
27480,Law,Intellectual Property Law,Intellectual Property Offices,FALSE,,0,,,,TRUE
27481,Law,Intellectual Property Law,International IP Treaties,FALSE,,0,,,,TRUE
27482,Law,Intellectual Property Law,Digital Intellectual Property,FALSE,,0,,,,TRUE
27483,Law,Intellectual Property Law,Traditional Knowledge,FALSE,,0,,,,TRUE
27484,Law,Intellectual Property Law,IP and Competition Law,FALSE,,0,,,,TRUE
27485,Law,Copyright Law,Copyrightable Works,FALSE,,0,,,,TRUE
27486,Law,Copyright Law,Originality,FALSE,,0,,,,TRUE
27487,Law,Copyright Law,Authorship,FALSE,,0,,,,TRUE
27488,Law,Copyright Law,Ownership of Copyright,FALSE,,0,,,,TRUE
27489,Law,Copyright Law,Literary Works,FALSE,,0,,,,TRUE
27490,Law,Copyright Law,Artistic Works,FALSE,,0,,,,TRUE
27491,Law,Copyright Law,Musical Works,FALSE,,0,,,,TRUE
27492,Law,Copyright Law,Dramatic Works,FALSE,,0,,,,TRUE
27493,Law,Copyright Law,Films,FALSE,,0,,,,TRUE
27494,Law,Copyright Law,Sound Recordings,FALSE,,0,,,,TRUE
27495,Law,Copyright Law,Software Copyright,FALSE,,0,,,,TRUE
27496,Law,Copyright Law,Economic Rights,FALSE,,0,,,,TRUE
27497,Law,Copyright Law,Moral Rights,FALSE,,0,,,,TRUE
27498,Law,Copyright Law,Fair Dealing and Fair Use,FALSE,,0,,,,TRUE
27499,Law,Copyright Law,Copyright Exceptions,FALSE,,0,,,,TRUE
27500,Law,Copyright Law,Term of Copyright,FALSE,,0,,,,TRUE
27501,Law,Copyright Law,Licensing,FALSE,,0,,,,TRUE
27502,Law,Copyright Law,Assignment,FALSE,,0,,,,TRUE
27503,Law,Copyright Law,Online Copyright,FALSE,,0,,,,TRUE
27504,Law,Copyright Law,Copyright Infringement,FALSE,,0,,,,TRUE
27505,Law,Copyright Law,Remedies,FALSE,,0,,,,TRUE
27506,Law,Copyright Law,Collective Management,FALSE,,0,,,,TRUE
27507,Law,Patent Law,Patentable Inventions,FALSE,,0,,,,TRUE
27508,Law,Patent Law,Novelty,FALSE,,0,,,,TRUE
27509,Law,Patent Law,Inventive Step,FALSE,,0,,,,TRUE
27510,Law,Patent Law,Industrial Applicability,FALSE,,0,,,,TRUE
27511,Law,Patent Law,Excluded Subject Matter,FALSE,,0,,,,TRUE
27512,Law,Patent Law,Patent Application,FALSE,,0,,,,TRUE
27513,Law,Patent Law,Patent Examination,FALSE,,0,,,,TRUE
27514,Law,Patent Law,Patent Claims,FALSE,,0,,,,TRUE
27515,Law,Patent Law,Patent Specification,FALSE,,0,,,,TRUE
27516,Law,Patent Law,Priority,FALSE,,0,,,,TRUE
27517,Law,Patent Law,Patent Ownership,FALSE,,0,,,,TRUE
27518,Law,Patent Law,Employee Inventions,FALSE,,0,,,,TRUE
27519,Law,Patent Law,Patent Licensing,FALSE,,0,,,,TRUE
27520,Law,Patent Law,Compulsory Licensing,FALSE,,0,,,,TRUE
27521,Law,Patent Law,Patent Infringement,FALSE,,0,,,,TRUE
27522,Law,Patent Law,Defences to Infringement,FALSE,,0,,,,TRUE
27523,Law,Patent Law,Patent Remedies,FALSE,,0,,,,TRUE
27524,Law,Patent Law,Patent Term,FALSE,,0,,,,TRUE
27525,Law,Patent Law,Pharmaceutical Patents,FALSE,,0,,,,TRUE
27526,Law,Patent Law,Patent Cooperation Treaty,FALSE,,0,,,,TRUE
27527,Law,Trademark Law,Functions of Trademarks,FALSE,,0,,,,TRUE
27528,Law,Trademark Law,Registrable Marks,FALSE,,0,,,,TRUE
27529,Law,Trademark Law,Distinctiveness,FALSE,,0,,,,TRUE
27530,Law,Trademark Law,Descriptive Marks,FALSE,,0,,,,TRUE
27531,Law,Trademark Law,Generic Marks,FALSE,,0,,,,TRUE
